CourseID,CourseName,Credits,Description
2164,Intermediate Korean II,5,"Continuation of KOR 203 and second semester of the second year Korean. Students practice conversations and study grammar based on conversational materials with variety of styles and levels of discourse and usage, to achieve intermediate-level fluency in speaking, listening, reading and writing in the Korean language. Credit is not given for KOR 204 if credit for KOR 241 has been earned. Prerequisite: KOR 203 or as determined by a placement exam and an instructor. Students must have taken KOR 203 at this University. Otherwise, they should take the placement exam in January. Sign up for the test in the office of the EALC Department (244- 2725)."
2165,Korean Reading and Writing II,4,"Continuation of KOR 221 and second semester of spoken and written Korean for the students with background in Korean. Students learn basic grammar, vocabulary, and commonly used expressions, to achieve the beginning-intermediate level proficiency in reading and writing as well as in speaking of Korean. Credit is not given for KOR 222 if credit for KOR 202 has been earned; determination is based on the placement test. Prerequisite: KOR 221 or as determined by a placement test and an instructor. Students must have taken KOR 221 at this University. Otherwise, those with prior knowledge of Korean must take placement test in January. Sign up for the test in the office of the EALC Department (244-2725)."
2166,Korean Reading and Writing IV,4,"Continuation of KOR 241 and second semester of the second year of spoken and written Korean. Students are exposed to theme-related passages and dialogues, practicing speaking, listening, reading, and writing, in order to achieve advanced-intermediate level proficiency in Korean. Credit is not given for KOR 242 if credit for KOR 306 has been earned. Prerequisite: KOR 241 or as determined by a placement exam and an instructor. Students must have taken KOR 241 at this University. Otherwise, those with prior knowledge of Korean must take the placement test in January. Sign up for the test in the office of the EALC Department (244-2725)."
2167,Advanced Korean II,5,"Continuation of KOR 305 and second semester of third year Korean. Concentrates on enhancing the level of fluency in speaking, listening, reading and writing of Korean. Students will learn about more advanced-level vocabulary and everyday expressions and read texts in Korean where Korean culture is introduced and discussed. Credit is not given for KOR 306 if credit for KOR 242 has been earned. Prerequisite: KOR 305 or as determined by a placement test and an instructor. Students must have taken KOR 305 at this University. Otherwise, they should take the placement text in January. Sign up for the exam in the office of the EALC Department (244-2725)."
2168,Fourth Year Korean II,3,"Allows advanced students to further develop their reading comprehension of authentic texts through the acquisition of advanced-level vocabulary and expressions, and to discuss and write on various topics and issues related to contemporary Korea. 3 undergraduate hours. 4 graduate hours. Prerequisite: KOR 440 or as determined by a placement test and an instructor. Students must have taken KOR 440 at this University. Otherwise, those with prior knowledge of Korean should take the placement test in January. Sign up for the test in the office of the EALC Office (244-2725)."
2169,First-Year Seminar,1,Survey topics in landscape architecture. Additional fees may apply. See Class Schedule. Prerequisite: For undergraduate students.
2170,Site Design Studio,5,"Site as the fundamental unit of landscape design. Involves ecological, cultural and experiential understanding of sites, and the creation of place-specific designs. Field trip required. Additional fees may apply. See Class Schedule. Prerequisite: LA 233 or consent of instructor."
2171,Landform Design &amp; Construction,3,"Introduction to landform design, drainage, stormwater management, surveying, and materials."
2172,Nature and American Culture,3,"Same as RST 242, and NRES 242. See RST 242."
2173,Design Communications II,3,"Advanced principles and techniques of visual communication in landscape architectural rendering, emphasizing computer-based techniques. Open to Landscape Architecture majors only. Prerequisite: Concurrent registration in LA 234; completion of LA 280 and completion of campus Composition I general education requirement or consent of instructor."
2174,Design Workshop Studio I,5,"Project design at various scales utilizing problems of a wide range of complexity and subject matter; rural, community, and urban problems, housing, recreation, and natural areas; emphasizes problem analysis and generation of innovative design alternatives. Students select from several sections depending on specific interests. Additional fees may apply. See Class Schedule. Prerequisite: LA 335 or consent of instructor."
2175,Landscape Construction,4,"Construction methods, materials, and procedures related to the design of landscape structures; development of design details and cost estimating. Prerequisite: LA 342 or consent of instructor."
2176,Independent Study I,1,"Supervised independent study, research, or special project in a selected area related to landscape architecture. May be repeated to a maximum of 6 hours. Prerequisite: Junior or senior standing, or consent of instructor. Consent of instructor prior to registration."
2177,Graduate Site Design Studio,5,"Graduate-level introduction for students without a BLA to site as the fundamental unit of landscape design. Involves ecological, cultural and experiential understanding of sites, and the creation of place-specific designs. Field trip required. Additional fees may apply. See Class Schedule. 5 undergraduate hours. 5 graduate hours. Prerequisite: Restricted to Landscape Architecture Graduate Students and BSSD/MLA joint degrees program students. Not for undergraduate Landscape Architecture students."
2178,Design Workshop Studio II,5,"Project design at various scales utilizing problems of a wide range of complexity and subject matter; rural, community, and urban problems, housing, recreation, and natural areas; and emphasizes problem analysis and generation of innovative design alternatives. The student selects from several sections depending on specific interests. Additional fees may apply. See Class Schedule. 5 undergraduate hours. 5 graduate hours. May be repeated if topics vary. Prerequisite: LA 336 or consent of instructor."
2179,Sustainable Design Principles,2,"Introduction to key concepts for the sustainable design of buildings and landscapes, including concepts that form the core of the U.S Green Building Council rating system (LEED). Introduction to LEED accreditation. Same as UP 480. 2 undergraduate hours. 2 graduate hours."
2180,Design Workshop G-I,5,"Graduate project design at various scales utilizing problems of a wide range of complexity and subject matter; rural, community, and urban problems, housing, recreation, and natural areas; and emphasizes problem analysis and generation of innovative design alternatives. The student selects from several sections depending on specific interests. Additional fees may apply. See Class Schedule. Prerequisite: LA 433/434 or consent of instructor."
2181,Design Workshop G-II,5,"Advanced graduate project design at various scales utilizing problems of a wide range of complexity and subject matter; rural, community, and urban problems, housing, recreation, and natural areas; and emphasizes problem analysis and generation of innovative design alternatives. The student selects from several sections depending on specific interests. Additional fees may apply. See Class Schedule. Prerequisite: LA 534 or consent of instructor."
2182,Research Design &amp; Methods,3,"This graduate-level course provides instruction and application of research and scholarly methods for landscape architecture and related fields. Students are introduced to the basic steps of inquiry and development of a thesis/research proposal. Course content includes: problem identification; choosing and articulating a research topic; synthesis of topical/theoretical background from literature; choice of research strategy; design of a plan for investigation; selection of data sources, methods and analysis; proof of concept; feasibility planning; and other necessary components of a successful research proposal. Prerequisite: Second year or post-professional MLA students; graduate students in other majors may enroll with permission of instructor."
2183,Design Your First Year Experience,1,"Design Your First Year Experience orients students to the academic environment at Illinois and establishes a useful framework for engaging in learning both inside and outside the classroom and articulating a purpose for their education. Using design-thinking, students explore campus resources, set goals for their academic, personal and professional development during their first year and make multiple (engagement) maps for reaching those goals. Prerequisite: Restricted to first-year students in LAS."
2184,Transfer Advantage,1,Introduction for first-term transfer students to the college and campus. Familiarizes transfer student with the resources available to them and helps them connect with other students and form a bond with the college. Prerequisite: For first-term LAS transfer students only.
2185,International Collaborations for Global impact,3,"An experiential course designed to provide domestic and international students with real-world practice in problem-solving, cross-cultural communication, and organizational support. Applying a Human-Centered Design framework, students are trained to develop innovative solutions to social challenges that impact our world by collaborating with international organizations and partners. May be repeated in separate semesters to a maximum of 6 hours. Enrollment in LAS 205 for both the Fall and consecutive Spring term is a requirement for active participation in the LAS Global Leaders Program. Prerequisite: Restricted to LAS second-year students who have completed LAS 195 and are accepted into the Global Leaders Program."
2186,Global Perspectives for Intercultural Learning,1,"Prepares students who are going abroad for a semester or academic year for their transition through a) examining expectations, b) focusing on the purpose and value of the abroad experience, c) preparing students culturally and logistically, d) addressing issues of culture shock, e) helping students with articulating their experience for future personal and professional goals, f) enhancing intercultural communication and global understanding, and g) assisting with re-entry planning. May be repeated in separate terms."
2187,Global Perspectives in Cross-Cultural Contexts,2,"Provides an opportunity for students studying abroad to consider how their journey might be articulated as a global learning experience. Requires students to discuss what they are learning, reflect upon it, and discern ways to apply the knowledge gained through their experiences. May be repeated in separate terms. Prerequisite: LAS 291."
2188,Internships and Professional Experiences,1,"Develops career readiness competencies as students engage in professional experiences, such as internships, service learning, volunteer opportunities, or a part-time job. Students connect these professional experiences to both their academic journeys and next steps after graduation. Career development theories are demonstrated and applied, helping students develop lifelong career management competencies. May be repeated in separate terms to a maximum of 6 hours. Duration of commitment to professional experience and level of academic involvement are reflected in the number of credit hours enrolled. Prerequisite: Instructor approval required. Restricted to students enrolled in a bachelor's degree program in the College of LAS. Students must be concurrently enrolled in some professional experience."
2189,Leadership &amp; Professional Development,1,"Leadership and professional development seminar for student interns. Interns will learn teaching, mentoring, leadership and professional skills that will enable them to lead a section of an LAS transition course or experience and share their successful academic experiences with undergraduate students who are new to the University. Interns will help their students develop the skills necessary to succeed at the U of I. May be repeated to a maximum of 6 hours. Prerequisite: Instructor approval required."
2190,Senior Project,2,For students seeking graduation with distinction in IPS. 2 or 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 4 undergraduate hours. Prerequisite: Consent of instructor and IPS Advisory Committee; open only to students whose major is IPS and who have a cumulative grade point average of at least 3.25.
2191,"Que Pasa in Latin America? Cultures, Histories and Politics South of the Rio Grande",3,"Interdisciplinary introduction to the ways of life of Latin American peoples, their origins and current expressions; discusses social, economic issues, and domestic and international policies related to them in the context of other societies in developing countries."
2192,Life in the Andes,3,"An overview of contemporary Andean culture, as practiced by the people in Peru, Bolivia, and Ecuador. This culture is the result of the resilience of the pre-Hispanic Andean heritage, and the continuous adaptation Andean people have practiced, first, to control their environment and, then, to survive and overcome colonial and postcolonial forms of subordination. No prior knowledge of Spanish, Quechua, or the Andes is required."
2193,Spanish in the Community,3,Same as SPAN 232. See SPAN 232.
2194,Native Latin Amer Languages,2,"Upon the consent of the Director of the Center for Latin American and Caribbean Studies, tutorials are available in special native Latin American languages not regularly offered by the University (ie. Quechua, Kagchikel Mayan). Tutorials at the elementary, intermediate, and advanced levels may be arranged. Students registering for unit credit for the first two terms must first present satisfactory evidence of knowledge of the language at the elementary level, either in the form of credit earned at another institution or by passing a proficiency examination. 2 to 4 undergraduate hours. 2 to 4 graduate hours. May be repeated in 6 terms successively, to a maximum of 16 hours. Graduate credit is given only for work beyond the elementary level. Prerequisite: Consent of instructor."
2195,M.A. Research,4,Open to students who choose to complete their M.A. by submitting two departmental papers. May be repeated in the same or subsequent terms to a maximum of 8 hours. Prerequisite: M.A. standing in Latin American Studies and consent of instructor and advisor.
2196,Elementary Latin I,4,Grammar and reading for students who have had no work in Latin.
2197,Elementary Latin II,4,Grammar and reading of easy prose. Prerequisite: LAT 101 or one year of high school Latin.
2198,Intermediate Latin,4,Review of grammar; reading of easy narrative prose. Prerequisite: LAT 102 or two years of high school Latin.
2199,Intro to Latin Literature,4,"Continuation of LAT 201, with readings chiefly in Latin poetic literature."
2200,Survey of Latin Literature,3,"Advanced level readings in classical Latin literature. 3 undergraduate hours. 4 graduate hours. May be repeated for a total of 6 undergraduate hours or 8 graduate hours in separate semesters, if topics vary. Prerequisite: LAT 202 or four years of high school Latin."
2201,Readings in Latin Literature,3,"Readings in authors or special topics chosen by the instructor from the entire extant literature in Latin. 3 undergraduate hours. 4 graduate hours. May be repeated in separate terms, if topics vary. Prerequisite: Three years of college Latin or equivalent, or consent of instructor."
2202,Transitional Justice,3,"Wrongdoing is part of the history of many, if not most, political communities around the globe. This course examines the moral questions that dealing with past wrongdoing raise. Our focus is specifically on political wrongdoing, that is, wrongdoing inflicted on individuals by the state or groups contesting the state. Such wrongdoing has taken different forms, from slavery, to forced disappearances, to programs of torture and of land appropriation. We also focus on two specific political contexts: the United States and South Africa. In this course, we survey a range of legal measures including criminal punishment, truth commissions, reparations, and apology, that have been, and can be used, to deal with legacies of wrongdoing. Not available for Graduate or Professional credit."
2203,Living the Law,3,"Combines the study of major areas of law with small-group simulations to explore how the law operates in different contexts in American society. Students interested in experiencing how lawyers, lawmakers, prosecutors, and judges work with the law will benefit from this course. Substantively, the class surveys the roots of American law; the creation of the United States Constitution; the evolution of equal protection and due process law; and provides an overview of Contracts, Torts, Criminal Law, Family Law, and legal ethics and procedure."
2204,Art and Cultural Property Law,3,"This course concerns the emergence of ""art"" and ""cultural property"" law as a distinct field of legal inquiry and practice. Still, this subject draws from nearly the entire spectrum of traditional legal subjects – intellectual property, free speech, contracts, crime, treaties, tax, etc. Art and Cultural Property Law deals with the relationships, rights, transactions and disputes among collectors, artists (and their heirs), dealers, auction houses, museums and other art world participants (including local and foreign governments, sovereign nations and indigenous peoples, the entertainment industry, sports franchises and social media). Among the dozens of important relevant issues in this field are the successes and failures of law in policing cultural heritage crimes, the rise of artistic nationalism, cultural heritage as a casualty of war, censorship, and provenance studies. Approved for Letter and S/U grading."
2205,Law and Literature,3,"Literary and cultural texts will offer students context for understanding how legal systems differ from one another and over time, revealing how moral, ethical and political realities reflected in literature motivate and illuminate the law, as well as issues arising from its application, the role of lawyers in society, and major legal doctrines spanning both criminal and civil law. Students will read and respond primarily to literary texts, supplemented by legal documents and abridged passages from interdisciplinary scholarship."
2206,LLM Legal Writing and Research,2,"Designed and developed to equip incoming LL.M students with the necessary background in U.S. constitutional law, legal research, analysis, and writing for effective classroom performance. Approved for S/U grading only. Prerequisite: Admission to the U.S. LLM program."
2207,Professional Responsibility,3,"This course concerns itself with the laws, regulations, and customs that govern the legal profession in the United States, and considers those matters in the context of an increasingly globalized legal profession. Students will be expected to attend class, review the assigned reading before class, participate in class discussions and exercises, complete written assignments, and examinations."
2208,Contracts,4,"Enforceability of promises including unjust enrichment and reliance, offer and acceptance, mistake, unfairness and overreaching, unconscionability, Statute of Frauds, interpretation of contract language, conditions, and third party beneficiaries. 4 graduate hours. 4 professional hours."
2209,Property,4,"Basic first-year course in property law, required of all students. Provides an overview of law of the land, with incidental coverage of personal property; includes the concept of property, acquisition of private property, recognized property interests, and gratuitous transfer of property interests. 4 graduate hours. 4 professional hours."
2210,Torts,4,"Basic course in civil wrongs, including intentional torts (such as assault and battery), negligence (duty, unreasonable risk analysis, actual and proximate cause), and strict liability. 4 graduate hours. 4 professional hours. Prerequisite: Law students only."
2211,Criminal Law,4,Sources and purposes of the criminal law; the meaning of criminal responsibility; and the characteristics of particular crimes. 4 graduate hours. 4 professional hours. Prerequisite: Law students only.
2212,Constitutional Law I,4,"Basic first-year course provides an introduction to constitutional law, including the origins of judicial review, basic Article III limits on federal court jurisdiction, the nature and scope of federal legislative power, the Commerce Clause, and the relationship of the federal government to the states. 4 graduate hours. 4 professional hours."
2213,Civil Procedure,4,"Role and importance of procedure in litigation, including jurisdiction, pleadings and parties, pretrial motions and discovery, trial practice (except evidence), relationship between judge and jury, the effect of a decision in one case on subsequent litigation between the same or different parties (res judicata), verdicts and judgements, and appelate review. 4 graduate hours. 4 professional hours."
2214,Introduction to Advocacy,2,"Continuation of LAW 609. Introduction to Advocacy is required in the second semester of the first year for further development of legal research skills persuasive writing and oral advocacy. Each student will work on the preparation of a summary judgment motion and an appellate brief relating to their first semester assignment, then argue their assigned case before a panel of local attorneys and faculty. 2 graduate hours. 3 professional hours. Approved for Letter and S/U grading."
2215,Environmental Law and Pol I,3,"Course is the basic introduction to Environment Law; it considers the principal legal approaches used to deal with environmental problems, including common-law, statutory, regulatory, and economic-incentive systems. 4 graduate hours. 3 professional hours."
2216,Health Law Policy,3,"This course focuses on the profound legal and policy issues raised by changes in health law and the U.S. health care delivery system including: access to health law and the U.S. health care delivery system including: access to health services; the financing and organization of the health care system; development of legal standards to ensure quality of care; and issues of long-term care. In addition, we will focus on the process of making laws and polices; what entities, institutions, and individuals control decisions about the quality and cost of health care. We will also explore the need and basis for reform. 4 graduate hours. 3 professional hours."
2217,Secured Transactions,2,Study of secured transactions under Article 9 of the Uniform Commercial Code. 2 to 4 graduate hours. 2 to 3 professional hours.
2218,Business Associations I,3,"Examines the basic legal consequences for individuals, organizations, and society of the formation, control, and financing of organizations. Surveys agency relationships, partnerships, and close and public corporations. 4 graduate hours. 3 or 4 professional hours."
2219,White Collar Crime,2,"This course will focus on the federal statutes commonly invoked in corporate and white collar prosecutions, including those used in prosecutions for conspiracy, mail and wire fraud, RICO, extortion, bribery, tax offenses, obstruction of justice, and false statements. The class will investigate the theoretical and policy framework for individual and institutional responsibility in our criminal justice system and will also explore emerging theories of corporate criminal liability and the principles undergirding the sanctions imposed for white collar crime. 3 to 4 graduate hours. 2 to 4 professional hours. Approved for Letter and S/U grading. Prerequisite: This course is appropriate for law students who have completed introductory courses in criminal law and procedure. Some students have found it helpful to complete the course in LAW 633 before taking this course, but it is not a prerequisite."
2220,Antitrust Law,3,"The limitations imposed by the Sherman Act, Clayton Act, and Federal Trade Commission Act on anticompetitive practices by business firms; emphasizes price fixing and other agreements among competitors, monopolization, mergers, exclusive dealing, tying arrangements. Considers applicability of traditional rules to intellectual property and new technologies. 4 graduate hours. 3 professional hours."
2221,Income Taxation,3,The fundamental course in federal income taxation. Includes materials relating to income taxation of individuals and an introduction to taxation of corporations and shareholders. 4 graduate hours. 3 or 4 professional hours.
2222,Corporate Taxation,3,"In-depth study of federal income tax law related to taxation of corporations, shareholders, partnerships, and partners. 4 graduate hours. 3 professional hours. Prerequisite: LAW 647."
2223,International Human Rights Law,3,"Studies established and developing legal rules and procedures governing the protection of international human rights, including Marxist and Third World, as well as Western, conceptions of those rights. 4 graduate hours. 3 professional hours."
2224,Employment Discrimination,2,"Problems arising under federal statutory prohibitions of discrimination in employment, with particular emphasis on evidentiary problems and the use of statistical proofs; defining relevant labor pools, using statistical analyses of data, and establishing proof of test validation. 2 or 4 graduate hours. 2 to 3 professional hours."
2225,Evidence,3,Law governing the proof of disputed issues of fact; function of the court and jury; competence and examination of witnesses; standards of relevancy; privileged communications; illegal evidence; hearsay rule; best evidence rule; presumptions; and judicial notice. 4 graduate hours. 3 or 4 professional hours.
2226,Complex Litigation,3,"Legal and practical issues in ""complex"" cases: problems of joinder in multi-party cases, consolidation of cases brought independently (including the activities of the Judicial Panel of Multidistrict Litigation), class actions, discovery issues including the assertion and waiver of evidentiary privileges and use of computers, consequences of active judicial ""management"" of litigation at the pretrial stage, settlement of complex cases, and res judicata problems. 4 graduate hours.3 professional hours."
2227,Federal Courts,3,"Examination of the relationship of federal courts to other organs of federal government and to the states, including an analysis of cases dealing with congressional control over jurisdiction, federal review of state court decisions (including the relationship between state and federal substantive and procedural law), and application of law to fact; the scope of the federal question of jurisdiction in federal courts; abstention; federal injunctions of state criminal proceedings; and problems of justiciability, advisory opinions, and mootness. 4 graduate hours. 3 professional hours."
2228,Dispute Resolution,2,"Examination of the limitations, consequences, and costs, as well as the indispensability of some aspects of modern litigation; the possibilities, requirements, and legal problems of consensual and of court-annexed dispute resolution processes alternative to final judicial adjudication, including legal counseling, negotiation, mediation, arbitration, mini-trials, summary trials, summary jury trials, early neutral evaluation, private resolution providers, and settlement processes; current disputes used for illustration. 2 to 4 graduate hours. 2 to 3 professional hours."
2229,Remedies,2,"Survey of legal and equitable remedies for the protection of personal and property rights. Procedural and substantive aspects of injunctions; restitution of unjust enrichment in the context of the receipt of unsolicited benefits, benefits derived from the commission of tortious acts, and the mistaken acquisition of benefits; alternative remedies arising from bargain transactions; and remedies for violations of civil rights. 2 or 4 graduate hours. 2 to 3 professional hours."
2230,Jurisprudence,3,"The place of law in society; the nature, goals, and methods of law; and the relation of law and social science. 4 graduate hours. 3 professional hours."
2231,Field Placements,1,"Several field placements offer practical legal education, through field work in various agencies. Students engage in legal work under the supervision of experiences attorneys; the work may include conducting client interviews, doing legal research and fact investigation, preparing legal documents, negotiating, and in some cases, engaging in real trials. 1 to 4 professional hours. May be repeated in the same or separate terms."
2232,Clinical Training,1,"Several clinics offer practical legal education through a variety of in-house clinics. The clinics focus on specific lawyering skills that are relevant to a particular area of practice (e.g., litigation or family advocacy), and have a classroom component. Students engage in legal work under the supervision of experienced attorneys; the work may include conducting client interviews, doing legal research and fact investigation, preparing legal documents, negotiating, and in some cases, engaging in real trials. 1 to 5 graduate hours. 1 to 5 professional hours. Approved for Letter and S/U grading. May be repeated for up to 12 graduate or professional hours if topics vary."
2233,Trial Advocacy,2,"Examination of the problems of advocacy and tactics at the trial level. Students engage in all aspects of actual trial work, including witness preparation, opening and closing statements, direct and cross examination, and jury instructions; culminates in student conduct of a full jury trial in late spring; demonstrations are conducted by staff and visiting judges and practitioners. 2 to 3 graduate hours. 2 to 4 professional hours. Approved for Letter and S/U grading. May be repeated, if topics vary."
2234,Legal Problems,1,"Preparation of articles and notes for publication in the University of Illinois Law Review, Elder Law Journal, Journal of Law Technology and Policy, Illinois Law Update section of the Illinois Bar Journal. Teaching practicums and clinical assistantships for Law courses and clinics. 1 to 2 professional hours. Approved for letter and S/U grading. May be repeated to a maximum of 8 hours in the same term and to a maximum of 22 hours in separate terms."
2235,Current Legal Problems,1,This is an umbrella course listing for specialty topics of current legal issues of interest. Additional fees may apply. See Class Schedule. 2 to 4 graduate hours. 1 to 4 professional hours. Approved for letter and S/U grading. May be repeated.
2236,Advanced Litigation Topics,1,This is an umbrella course listing for specialty topics of current interest in litigation. 1 to 4 graduate hours. 1 to 4 professional hours. Approved for letter and S/U grading. May be repeated if topics vary.
2237,Adv Topics in Business Law,1,This is an umbrella course listing in business law for specialty topics of current interest. 1 to 4 graduate hours. 1 to 4 professional hours. Approved for letter and S/U grading. May be repeated if topics vary.
2238,Adv Topics in Criminal Law,1,This is an umbrella course listing in criminal law for specialty topics of current interest. 1 to 4 graduate hours. 1 to 4 professional hours. May be repeated if topics vary.
2239,Comparative Law Topics,1,This is an umbrella course listing in comparative law for specialty topics of current interest. 1 to 4 graduate hours. 1 to 4 professional hours. Approved for letter and S/U grading. May be repeated if topics vary.
2240,Intellectual Property Topics,1,This is an umbrella course listing in intellectual property law for specialty topics of current interest. 1 to 4 graduate hours. 1 to 4 professional hours. Approved for Letter and S/U grading. May be repeated if topics vary.
2241,Seminars,1,This is an umbrella course listing for specialty topics of special interest. Approved for professional and graduate credit. May be repeated.
2242,Elementary Course in a Less Commonly Taught Language II,1,Continuing beginning or intensive language instruction in a selected less commonly taught language. May be repeated with approval. Prerequisite: Consent of instructor. May be repeated if topics vary. Prerequisite: Departmental approval is required.
2243,Intermediate Course in a Less Commonly Taught Language II,1,"Intermediate or intensive language instruction in a selected less commonly taught language. May be repeated with approval. Prerequisite: Consent of instructor. May be repeated in separate semesters, if topics vary. Prerequisite: Departmental approval is required."
2244,Advanced Course in a Less Commonly Taught Language I,1,"Advanced or intensive language instruction in a selected less commonly taught language. May be repeated with approval. Prerequisite: Consent of instructor. May be repeated in separate semesters, if topics vary. Prerequisite: Departmental approval is required."
2245,Advanced Course in a Less Commonly Taught Language II,1,"Advanced or intensive language instruction in a selected less commonly taught language. May be repeated with approval. Prerequisite: Consent of instructor. May be repeated in separate semesters, if topics vary. Prerequisite: Departmental approval is required."
2246,Honors Uncommon Reads,1,"Fosters student inquiry, civic engagement, and leadership through an interdisciplinary exploration of current issues in society. Students will acquire knowledge of current issues, identify connections to their academic major, and increase their motivation to challenge the society in which they live. Prerequisite: Restricted to Honors LLC students."
2247,Harnessing Your Interpersonal Intelligence,2,"Students will expand their capacity for communication, collaboration and team leadership to navigate the complexities of the university and beyond. In this course, students will learn communication strategies to work with others and practice self-awareness, self-management, and interpersonal communication skills in a supportive setting to reach their personal potential as emerging leaders. Credit not given for LEAD 140 and LEAD 440."
2248,Foundations of Leadership,3,"Study of leadership theories and their application to the development of leadership skills. Students develop a personal philosophy of leadership, prepare a development plan for enhancing leadership skills, and begin a portfolio to record their leadership growth. Explores topics concerning diversity, ethics, and leadership/follower roles."
2249,Training and Development,3,"Students will learn to assess, design, develop, implement, and evaluate a training program in agricultural and non-agricultural industries. Topics will emphasize the theory of training and development, methods of assessing training needs and learning styles, design of effective training, presentation skills, and program evaluation. Different types of training programs will be examined, including orientation, skills training, team building, management development, and diversity training. Students will create and present a training program for an actual client utilizing the training design process."
2250,Leading Teams,3,"This course provides a strong foundation to build the knowledge, attitudes, and behaviors necessary to provide leadership to professional and community work teams. Concepts include the theory and practice of team leadership including group dynamics, group process and development, problem-identification and goal-setting, conflict management and resolution, supervision, and leading diverse teams and in times of change and disruption. 3 undergraduate hours. 3 graduate hours. Credit will not be given toward graduation for LEAD 380 and LEAD 425."
2251,Human-centered Organizational Leadership and Management,2,"Many leadership courses focus on the direct human inter-relationships that exist within teams. Instead, this course applies philosophies embedded within contemporary leadership theory to the management of the organizations in complex professional and community settings, also drawing from management concepts and the field of human resource development. 2 undergraduate hours. 2 graduate hours."
2252,Critical Approaches to Leadership Practice,3,"This advanced undergraduate and graduate course reviews the significant leadership theories and models covered in earlier courses and applies critical social theory to deconstruct common concepts of effective leaders and leadership, as well as how these concepts might be more productively reconstructed. Students will gain a deeper appreciation and understanding of the challenges and rewards of leadership in contemporary society. 3 undergraduate hours. 3 graduate hours. Approved for Letter and S/U grading. Prerequisite: LEAD 260; LEAD 380. For ALEC majors, Leadership Studies minors and Graduate students."
2253,Leading Professional Organizations and Communities,2,"Students will develop their capacity for leadership in their current and future professional positions in business and academic research teams, as well as within their broader community. This course's activities are designed to help students understand organizational structures, effective organizations, leading other people, and application of systems thinking beyond formal organizations to communities and society. 2 undergraduate hours. 2 graduate hours. Credit not allowed for both LEAD 170 and LEAD 470. Prerequisite: Graduate Student or Senior Standing Required."
2254,Introduction to Labor Studies,3,"Provides an overview of workers and unions in American society. Looks at economic, political, and workplace issues facing working people, why and how workers join unions, how unions are structured and function, and how unions and management bargain a contract. Provides a historical overview of the American labor movement, and discusses the contemporary struggles workers and unions face in a rapidly changing global economy."
2255,Labor and Social Movements,3,"Explores the role of labor unions in American society. Discusses the role of labor unions in initiating actions on social issues that impact the U.S. working class, the economy, public policy, and politics. Analyzes the labor movement's interaction with the civil rights, women's, student, global justice, and living wage movements."
2256,Contemporary Labor Problems,3,"Focuses on problems and challenges facing American workers and the U.S. labor movement. Topics include the deterioration of the labor-management ""social contract"" in recent decades; a review of labor and employment law; the health care crisis; globalization and cross-border union alliances; and union democracy."
2257,Intro Labr Wrkng Class History,3,"Do working people have a history worth studying? What does the history of the U.S. look like when viewed from the point of view of those who built the country? Introduces U.S. labor and working class history. Examines the conditions of life and work of the various groups of working people: enslaved, indentured, small farmers, but especially wage workers and their families from the civil War to the present. Studies the main collective actions workers have taken to protect and improve their lives and the organizations and social movements they created to do this. Students who complete LER 130 and want a more in-depth look at the subject should enroll in HIST 480."
2258,Globalization and Workers,3,"Is globalization good for working people in the United States and around the world? Globalization is the driving force in the world economy but it is also provoking tremendous debate and popular resistance. Students will learn the basics about globalization and its institutions from the perspective of workers' right in the U.S. and the Third World. Analyzes the debate over free trade and sweatshops, trade agreements such as the North American Free Trade Agreement, and institutions such as the World Trade Organization and the International Monetary Fund. Closely examines working conditions in several Third World countries, and explores the role of the global justice movement."
2259,Labor Issues in Sports,3,"Examines major labor issues in sports. How do players’ unions work? Why are there so many work stoppages in sports? How do teams evaluate and develop talent? Should college athletes be considered employees? How do labor issues in sports intersect with broader structures of social inequality? Readings, films, discussions, and writing assignments equip students to be informed participants in the sports world, whether in their careers or in their lives as fans."
2260,Human Resources Career Development,3,"Students will engage in an in-depth exploration of HR careers and career development in today’s dynamic workplace. The course combines examination of career theories with practical application, equipping students to approach HR careers from both the individual career planning and organizational perspective (i.e., organizational talent management). Students will learn how organizations design strategies to foster employee growth, enhance career pipelines, and retain talent, as well as how individuals actively shape and navigate their own career journeys."
2261,"Workers, Unions, and Politics",3,"What is the meaning and impact of politics seen from the perspective of those at the bottom of the pyramid of political power rather than from the usual focus on the actions and perceptions of political elites? In what ways do workers become involved in politics? Under what circumstances are they likely to be successful in bringing about change? This course addresses these questions by exploring political power, political participation, and political change from a broad historical and cross-cultural perspective, but always focusing on a view of politics from the bottom up. The course analyzes the political economy of labor, and the labor movement's political influence in politics."
2262,HR Analytics: Methods &amp; Data-Driven Prediction,4,"Expands your data-analytic toolkit for addressing HR problems. Topics include introductory data handling in the free software R, predictive modeling (multiple regression and logistic regression, for staffing and turnover), factor analysis and reliability (for employee surveys), research design (for training and program evaluation), and mediation and moderation analyses (for understanding training and diversity/test fairness). Assignments include weekly labs worked on in class, plus open-notes quizzes. This hands-on course develops practical, concrete skills in data analysis. 4 graduate hours. No professional credit. Prerequisite: LER 593 completion or concurrent enrollment. Restricted to the MHRIR program."
